comparison_set,window_start,window_end,n_events,mmd,mmd_squared,status
v2e_vs_real,159000,162000,16832,0.03133570876297145,0.0009819266436777655,ok
v2e_vs_real,162000,165000,16341,0.031135787834542454,0.0009694372840776418,ok
v2e_vs_real,165000,168000,19947,0.02937729309330672,0.0008630253494900466,ok
v2e_vs_real,168000,171000,16606,0.03104752204322315,0.0009639486250244272,ok
v2e_vs_real,171000,174000,17438,0.03136230603122016,0.0009835942395959082,ok
v2e_vs_real,174000,177000,17856,0.0314694830935592,0.0009903283661758084,ok
v2e_vs_real,177000,180000,18491,0.031406590238323505,0.0009863739103979573,ok
v2e_vs_real,180000,183000,19050,0.031339226312465565,0.000982147105863934,ok
v2e_vs_real,183000,186000,19824,0.031199445572755023,0.0009734054040473031,ok
v2e_vs_real,186000,189000,20130,0.031162047596102038,0.0009710732103817288,ok
v2e_vs_real,189000,192000,23045,0.030557127519032407,0.0009337380422144076,ok
v2e_vs_real,192000,195000,19689,0.03137349542740252,0.0009842962153332468,ok
v2e_vs_real,195000,198000,18971,0.031454283712833396,0.0009893719638874162,ok
v2e_vs_real,198000,201000,18134,0.030867478036262504,0.0009528012003191481,ok
v2e_vs_real,201000,204000,17123,0.031160437726267302,0.0009709728792925826,ok
v2e_vs_real,204000,207000,17583,0.03124616400229263,0.0009763227648581679,ok
v2e_vs_real,207000,210000,18076,0.03153139835627028,0.0009942290823018042,ok
v2e_vs_real,210000,213000,18615,0.03139955440552331,0.0009859320168654185,ok
v2e_vs_real,213000,216000,21977,0.030497903442786696,0.0009301221144055405,ok
v2e_vs_real,216000,219000,19704,0.031031820218220655,0.0009629738660559683,ok
v2e_vs_real,219000,222000,18750,0.031137372210459167,0.0009695359481726748,ok
v2e_vs_real,222000,225000,17911,0.03120667689695003,0.0009738566829506348,ok
v2e_vs_real,225000,228000,17201,0.03142267385980609,0.0009873844324997413,ok
v2e_vs_real,228000,231000,16225,0.031434312868991315,0.0009881160255456331,ok
v2e_vs_real,231000,234000,15531,0.030914165759234585,0.0009556856445894321,ok
v2e_vs_real,234000,237000,14172,0.03195156407672189,0.0010209024469488646,ok
v2e_vs_real,237000,240000,14882,0.03202721382787388,0.0010257424255763557,ok
v2e_vs_real,240000,243000,18383,0.031250266398674335,0.0009765791499881144,ok
v2e_vs_real,243000,246000,17216,0.03195524738232563,0.0010211378352656289,ok
v2e_vs_real,246000,249000,17241,0.03190170732254232,0.0010177189300931502,ok
v2e_vs_real,249000,252000,17312,0.03166148368007052,0.0010024495488233716,ok
v2e_vs_real,252000,255000,16994,0.0316188342540885,0.0009997506795875204,ok
v2e_vs_real,255000,258000,17036,0.03160765977493845,0.000999044156448262,ok
v2e_vs_real,258000,261000,16418,0.031833704350071795,0.00101338473264778,ok
v2e_vs_real,261000,264000,15607,0.03171926056418022,0.0010061114907383584,ok
v2e_vs_real,264000,267000,16513,0.03085172753985047,0.0009518290921931678,ok
v2e_vs_real,267000,270000,12490,0.03320808698221887,0.0011027770410186144,ok
v2e_vs_real,270000,273000,12749,0.03390519041247735,0.001149561936906346,ok
v2e_vs_real,273000,276000,16034,0.03254492242386667,0.0010591719755754993,ok
v2e_vs_real,276000,279000,14492,0.03315767448431853,0.001099431377208028,ok
v2e_vs_real,279000,282000,17259,0.032121281377878154,0.001031776717356822,ok
v2e_vs_real,282000,285000,14770,0.03262336915560795,0.001064284215063072,ok
v2e_vs_real,285000,288000,14565,0.032401902789280915,0.0010498833043660104,ok
v2e_vs_real,288000,291000,17767,0.03206353133103011,0.0010280700414159497,ok
v2e_vs_real,291000,294000,14979,0.0328823999302675,0.001081252225174056,ok
v2e_vs_real,294000,297000,16564,0.03215439374524348,0.001033905037124153,ok
v2e_vs_real,297000,300000,14701,0.03214458366115216,0.0010332742587488102,ok
v2e_vs_real,300000,303000,12559,0.03273575937543304,0.0010716299418862525,ok
