comparison_set,window_start,window_end,n_events,mmd,mmd_squared,status
real_vs_real,8193000,8196000,5720,0.0317864349484003,0.0010103774467288837,ok
real_vs_real,8508000,8511000,5857,0.031617071357976444,0.0009996392012553744,ok
real_vs_real,8823000,8826000,6178,0.031124961617721013,0.0009687632357046062,ok
real_vs_real,9138000,9141000,6397,0.031243367561367946,0.0009761480165747389,ok
real_vs_real,9453000,9456000,6487,0.031364502622380545,0.000983732024749316,ok
real_vs_real,9768000,9771000,6576,0.03159317885204327,0.000998128949977194,ok
real_vs_real,10083000,10086000,6419,0.031322693696124004,0.0009811111403812064,ok
real_vs_real,10398000,10401000,6457,0.03117767204702057,0.0009720472342715678,ok
real_vs_real,10713000,10716000,6004,0.03160832932305839,0.000999086482594913,ok
real_vs_real,11028000,11031000,5789,0.032389640378314134,0.0010490888038365172,ok
real_vs_real,11343000,11346000,5857,0.03181485612205473,0.0010121850700670432,ok
real_vs_real,11658000,11661000,5915,0.03181477653626942,0.001012180006052759,ok
real_vs_real,11973000,11976000,6104,0.03120035124205805,0.0009734619176277931,ok
real_vs_real,12288000,12291000,6288,0.03131430226380948,0.000980585526269224,ok
real_vs_real,12603000,12606000,6347,0.03240524228954881,0.0010500997278443623,ok
real_vs_real,12918000,12921000,6527,0.03250282347588486,0.001056433533904532,ok
real_vs_real,13233000,13236000,6754,0.03337544290829423,0.0011139201893248076,ok
real_vs_real,13548000,13551000,7087,0.03369380681626843,0.0011352726177720168,ok
real_vs_real,13863000,13866000,7118,0.03374376259534643,0.0011386415140911006,ok
real_vs_real,14178000,14181000,7161,0.034075540569591216,0.0011611424651098567,ok
real_vs_real,14493000,14496000,6978,0.034104638548838766,0.001163126370546939,ok
real_vs_real,14808000,14811000,7216,0.03416354287863138,0.001167147662020085,ok
real_vs_real,15123000,15126000,7259,0.03429289055110491,0.0011760023423500604,ok
real_vs_real,15438000,15441000,7303,0.033986042571270636,0.0011550510896562198,ok
real_vs_real,15753000,15756000,6842,0.032813979095743254,0.0010767572240958753,ok
real_vs_real,16068000,16071000,6728,0.032703974989613964,0.0010695499801212957,ok
real_vs_real,16383000,16386000,6628,0.03243481367360323,0.0010520171380413589,ok
real_vs_real,16698000,16701000,6261,0.03245500078513547,0.0010533270759631437,ok
real_vs_real,17013000,17016000,5841,0.03269342476336381,0.0010688600227577298,ok
real_vs_real,17328000,17331000,5563,0.03300659301294466,0.0010894351823221673,ok
real_vs_real,17643000,17646000,5491,0.03355050821650357,0.0011256366015856738,ok
real_vs_real,17958000,17961000,5637,0.03363272143275156,0.0011311599509730664,ok
real_vs_real,18273000,18276000,5828,0.03405115592969841,0.001159481220148635,ok
real_vs_real,18588000,18591000,6187,0.03404761944177682,0.0011592403896520586,ok
real_vs_real,18903000,18906000,6114,0.034495366030611437,0.0011899302775858615,ok
real_vs_real,19218000,19221000,6429,0.03434829170851086,0.0011798051432929555,ok
real_vs_real,19533000,19536000,6310,0.03444952834936808,0.0011867700034939154,ok
real_vs_real,19848000,19851000,6211,0.03453732109365282,0.001192826548326076,ok
real_vs_real,20163000,20166000,0,nan,nan,empty_or_too_small
real_vs_real,20478000,20481000,0,nan,nan,empty_or_too_small
real_vs_real,20793000,20796000,0,nan,nan,empty_or_too_small
real_vs_real,21108000,21111000,0,nan,nan,empty_or_too_small
real_vs_real,21423000,21426000,0,nan,nan,empty_or_too_small
real_vs_real,21738000,21741000,0,nan,nan,empty_or_too_small
real_vs_real,22053000,22056000,0,nan,nan,empty_or_too_small
real_vs_real,22368000,22371000,0,nan,nan,empty_or_too_small
real_vs_real,22683000,22686000,0,nan,nan,empty_or_too_small
real_vs_real,22998000,23001000,0,nan,nan,empty_or_too_small
real_vs_real,23313000,23316000,0,nan,nan,empty_or_too_small
real_vs_real,23628000,23631000,0,nan,nan,empty_or_too_small
real_vs_real,23943000,23946000,0,nan,nan,empty_or_too_small
real_vs_real,24258000,24261000,0,nan,nan,empty_or_too_small
real_vs_real,24573000,24576000,0,nan,nan,empty_or_too_small
real_vs_real,24888000,24891000,0,nan,nan,empty_or_too_small
real_vs_real,25203000,25206000,0,nan,nan,empty_or_too_small
real_vs_real,25518000,25521000,0,nan,nan,empty_or_too_small
real_vs_real,25833000,25836000,0,nan,nan,empty_or_too_small
real_vs_real,26148000,26151000,0,nan,nan,empty_or_too_small
real_vs_real,26463000,26466000,0,nan,nan,empty_or_too_small
real_vs_real,26778000,26781000,0,nan,nan,empty_or_too_small
real_vs_real,27093000,27096000,0,nan,nan,empty_or_too_small
real_vs_real,27408000,27411000,0,nan,nan,empty_or_too_small
real_vs_real,27723000,27726000,0,nan,nan,empty_or_too_small
real_vs_real,28038000,28041000,0,nan,nan,empty_or_too_small
real_vs_real,28353000,28356000,0,nan,nan,empty_or_too_small
real_vs_real,28668000,28671000,0,nan,nan,empty_or_too_small
real_vs_real,28983000,28986000,0,nan,nan,empty_or_too_small
real_vs_real,29298000,29301000,0,nan,nan,empty_or_too_small
real_vs_real,29613000,29616000,0,nan,nan,empty_or_too_small
real_vs_real,29928000,29931000,0,nan,nan,empty_or_too_small
real_vs_real,30243000,30246000,0,nan,nan,empty_or_too_small
real_vs_real,30558000,30561000,0,nan,nan,empty_or_too_small
real_vs_real,30873000,30876000,0,nan,nan,empty_or_too_small
real_vs_real,31188000,31191000,0,nan,nan,empty_or_too_small
v2e_vs_real,3000,6000,11514,0.0341095985696216,0.001163464714580732,ok
v2e_vs_real,318000,321000,17691,0.031474257423097576,0.000990628880335413,ok
v2e_vs_real,633000,636000,14519,0.03217760848472492,0.0010353984877962414,ok
v2e_vs_real,948000,951000,15427,0.03261326920802157,0.001063625328434888,ok
v2e_vs_real,1263000,1266000,14073,0.032234685299115995,0.001039074936333045,ok
v2e_vs_real,1578000,1581000,15554,0.0323024314366243,0.0010434470767178136,ok
v2e_vs_real,1893000,1896000,15203,0.03275684027223677,0.0010730105846208325,ok
v2e_vs_real,2208000,2211000,15862,0.03277602223195067,0.0010742676333493247,ok
v2e_vs_real,2523000,2526000,17334,0.03225261650157873,0.0010402312711979083,ok
v2e_vs_real,2838000,2841000,13059,0.03384609181958874,0.0011455579314600317,ok
v2e_vs_real,3153000,3156000,16627,0.031921987395141724,0.0010190132792555872,ok
v2e_vs_real,3468000,3471000,11699,0.033435034091854096,0.0011179015047234455,ok
v2e_vs_real,3783000,3786000,17060,0.031584011598198514,0.0009975497886351384,ok
v2e_vs_real,4098000,4101000,13756,0.03171296867465619,0.0010057123821597248,ok
v2e_vs_real,4413000,4416000,17517,0.0317268585067356,0.001006593550706421,ok
v2e_vs_real,4728000,4731000,15329,0.03184764615266108,0.001014272565465108,ok
v2e_vs_real,5043000,5046000,15839,0.032774679659894716,0.0010741796268087162,ok
v2e_vs_real,5358000,5361000,16811,0.031645609805617925,0.0010014446199694213,ok
v2e_vs_real,5673000,5676000,17166,0.03208148029231196,0.001029221377746001,ok
v2e_vs_real,5988000,5991000,18919,0.03076126308326636,0.0009462553064779257,ok
v2e_vs_real,6303000,6306000,17957,0.030725615926957345,0.0009440634740908949,ok
v2e_vs_real,6618000,6621000,19768,0.03139260220038226,0.000985495472911445,ok
v2e_vs_real,6933000,6936000,15390,0.030679785193684157,0.0009412492195306016,ok
v2e_vs_real,7248000,7251000,21062,0.031403566051945275,0.00098618396077889,ok
v2e_vs_real,7563000,7566000,17190,0.03199228881458088,0.0010235065435955572,ok
v2e_vs_real,7878000,7881000,18262,0.031383191371792594,0.0009849047006785573,ok
v2e_vs_real,8193000,8196000,18460,0.03079615411294381,0.0009484031081481859,ok
v2e_vs_real,8508000,8511000,17112,0.03156380758023666,0.0009962739489622048,ok
v2e_vs_real,8823000,8826000,15777,0.0317478782795726,0.0010079277752545576,ok
v2e_vs_real,9138000,9141000,16044,0.03202789296982283,0.0010257859280864267,ok
v2e_vs_real,9453000,9456000,18052,0.031249998028013478,0.0009765623767508462,ok
v2e_vs_real,9768000,9771000,13949,0.03178996091449233,0.00101060161494495,ok
v2e_vs_real,10083000,10086000,0,nan,nan,empty_or_too_small
v2e_vs_real,10398000,10401000,0,nan,nan,empty_or_too_small
v2e_vs_real,10713000,10716000,0,nan,nan,empty_or_too_small
v2e_vs_real,11028000,11031000,0,nan,nan,empty_or_too_small
v2e_vs_real,11343000,11346000,0,nan,nan,empty_or_too_small
v2e_vs_real,11658000,11661000,0,nan,nan,empty_or_too_small
v2e_vs_real,11973000,11976000,0,nan,nan,empty_or_too_small
v2e_vs_real,12288000,12291000,0,nan,nan,empty_or_too_small
v2e_vs_real,12603000,12606000,0,nan,nan,empty_or_too_small
v2e_vs_real,12918000,12921000,0,nan,nan,empty_or_too_small
v2e_vs_real,13233000,13236000,0,nan,nan,empty_or_too_small
v2e_vs_real,13548000,13551000,0,nan,nan,empty_or_too_small
v2e_vs_real,13863000,13866000,0,nan,nan,empty_or_too_small
v2e_vs_real,14178000,14181000,0,nan,nan,empty_or_too_small
v2e_vs_real,14493000,14496000,0,nan,nan,empty_or_too_small
v2e_vs_real,14808000,14811000,0,nan,nan,empty_or_too_small
v2e_vs_real,15123000,15126000,0,nan,nan,empty_or_too_small
v2e_vs_real,15438000,15441000,0,nan,nan,empty_or_too_small
v2e_vs_real,15753000,15756000,0,nan,nan,empty_or_too_small
v2e_vs_real,16068000,16071000,0,nan,nan,empty_or_too_small
v2e_vs_real,16383000,16386000,0,nan,nan,empty_or_too_small
v2e_vs_real,16698000,16701000,0,nan,nan,empty_or_too_small
v2e_vs_real,17013000,17016000,0,nan,nan,empty_or_too_small
v2e_vs_real,17328000,17331000,0,nan,nan,empty_or_too_small
v2e_vs_real,17643000,17646000,0,nan,nan,empty_or_too_small
v2e_vs_real,17958000,17961000,0,nan,nan,empty_or_too_small
v2e_vs_real,18273000,18276000,0,nan,nan,empty_or_too_small
v2e_vs_real,18588000,18591000,0,nan,nan,empty_or_too_small
v2e_vs_real,18903000,18906000,0,nan,nan,empty_or_too_small
v2e_vs_real,19218000,19221000,0,nan,nan,empty_or_too_small
v2e_vs_real,19533000,19536000,0,nan,nan,empty_or_too_small
v2e_vs_real,19848000,19851000,0,nan,nan,empty_or_too_small
v2e_vs_real,20163000,20166000,0,nan,nan,empty_or_too_small
v2e_vs_real,20478000,20481000,0,nan,nan,empty_or_too_small
v2e_vs_real,20793000,20796000,0,nan,nan,empty_or_too_small
v2e_vs_real,21108000,21111000,0,nan,nan,empty_or_too_small
v2e_vs_real,21423000,21426000,0,nan,nan,empty_or_too_small
v2e_vs_real,21738000,21741000,0,nan,nan,empty_or_too_small
v2e_vs_real,22053000,22056000,0,nan,nan,empty_or_too_small
v2e_vs_real,22368000,22371000,0,nan,nan,empty_or_too_small
v2e_vs_real,22683000,22686000,0,nan,nan,empty_or_too_small
v2e_vs_real,22998000,23001000,0,nan,nan,empty_or_too_small
v2e_vs_real,23313000,23316000,0,nan,nan,empty_or_too_small
v2e_vs_real,23628000,23631000,0,nan,nan,empty_or_too_small
v2e_vs_real,23943000,23946000,0,nan,nan,empty_or_too_small
v2e_vs_real,24258000,24261000,0,nan,nan,empty_or_too_small
v2e_vs_real,24573000,24576000,0,nan,nan,empty_or_too_small
v2e_vs_real,24888000,24891000,0,nan,nan,empty_or_too_small
v2e_vs_real,25203000,25206000,0,nan,nan,empty_or_too_small
v2e_vs_real,25518000,25521000,0,nan,nan,empty_or_too_small
v2e_vs_real,25833000,25836000,0,nan,nan,empty_or_too_small
v2e_vs_real,26148000,26151000,0,nan,nan,empty_or_too_small
v2e_vs_real,26463000,26466000,0,nan,nan,empty_or_too_small
v2e_vs_real,26778000,26781000,0,nan,nan,empty_or_too_small
v2e_vs_real,27093000,27096000,0,nan,nan,empty_or_too_small
v2e_vs_real,27408000,27411000,0,nan,nan,empty_or_too_small
v2e_vs_real,27723000,27726000,0,nan,nan,empty_or_too_small
v2e_vs_real,28038000,28041000,0,nan,nan,empty_or_too_small
v2e_vs_real,28353000,28356000,0,nan,nan,empty_or_too_small
v2e_vs_real,28668000,28671000,0,nan,nan,empty_or_too_small
v2e_vs_real,28983000,28986000,0,nan,nan,empty_or_too_small
v2e_vs_real,29298000,29301000,0,nan,nan,empty_or_too_small
v2e_vs_real,29613000,29616000,0,nan,nan,empty_or_too_small
v2e_vs_real,29928000,29931000,0,nan,nan,empty_or_too_small
v2e_vs_real,30243000,30246000,0,nan,nan,empty_or_too_small
v2e_vs_real,30558000,30561000,0,nan,nan,empty_or_too_small
v2e_vs_real,30873000,30876000,0,nan,nan,empty_or_too_small
v2e_vs_real,31188000,31191000,0,nan,nan,empty_or_too_small
