comparison_set,variant,window_start,window_end,n_events,distance,distance_squared,status
real_vs_real,original,16000,17000,1393,8.527903523738475,,ok
real_vs_real,original,17000,18000,1380,6.905303101443902,,ok
real_vs_real,original,18000,19000,1391,16.483838297034204,,ok
real_vs_real,original,19000,20000,1441,9.598842751068434,,ok
real_vs_real,original,20000,21000,1400,12.506571311887983,,ok
real_vs_real,original,21000,22000,1484,6.065802023105615,,ok
real_vs_real,original,22000,23000,1420,4.115403371742941,,ok
real_vs_real,original,23000,24000,1464,4.767098777092621,,ok
real_vs_real,original,24000,25000,1422,9.880068091723755,,ok
real_vs_real,original,25000,26000,1437,4.54445204966383,,ok
real_vs_real,original,26000,27000,1461,11.160370787491699,,ok
real_vs_real,original,27000,28000,1464,9.996134406509627,,ok
real_vs_real,original,28000,29000,1395,11.998314831430413,,ok
real_vs_real,original,29000,30000,1535,12.917483111130968,,ok
real_vs_real,original,30000,31000,1471,6.115921645571403,,ok
real_vs_real,original,31000,32000,1518,6.1051372150230385,,ok
real_vs_real,original,32000,33000,1454,7.24659683165535,,ok
real_vs_real,original,33000,34000,1454,10.290849703236713,,ok
real_vs_real,original,34000,35000,1436,9.726864506999732,,ok
real_vs_real,original,35000,36000,1491,12.038611918763854,,ok
real_vs_real,original,36000,37000,1450,13.637072984058577,,ok
real_vs_real,original,37000,38000,1525,11.424263786462202,,ok
real_vs_real,original,38000,39000,1480,9.516703216593212,,ok
real_vs_real,original,39000,40000,1500,9.160141280403824,,ok
real_vs_real,original,40000,41000,1460,10.985880694589582,,ok
real_vs_real,original,41000,42000,1410,8.856671364102729,,ok
real_vs_real,original,42000,43000,1495,12.327733325629715,,ok
real_vs_real,original,43000,44000,1441,13.705016978814943,,ok
real_vs_real,original,44000,45000,1482,14.548374136156283,,ok
real_vs_real,original,45000,46000,1530,16.20174156342884,,ok
real_vs_real,original,46000,47000,1479,10.042346678383911,,ok
real_vs_real,original,47000,48000,1498,12.475406545106445,,ok
real_vs_real,original,48000,49000,1482,8.818992896933214,,ok
real_vs_real,original,49000,50000,1498,12.100817714349281,,ok
real_vs_real,original,50000,51000,1468,13.31910828319544,,ok
real_vs_real,original,51000,52000,1438,11.88812015249711,,ok
real_vs_real,original,52000,53000,1524,14.179997519746633,,ok
real_vs_real,original,53000,54000,1532,18.469187218464405,,ok
real_vs_real,original,54000,55000,1456,14.483540340458026,,ok
real_vs_real,original,55000,56000,1443,12.032444807461149,,ok
real_vs_real,original,56000,57000,1488,13.549810510764665,,ok
real_vs_real,original,57000,58000,1542,13.673642921732798,,ok
real_vs_real,original,58000,59000,1485,12.445396629991517,,ok
real_vs_real,original,59000,60000,1469,13.69257401776906,,ok
real_vs_real,original,60000,61000,1519,14.58314747242364,,ok
real_vs_real,original,61000,62000,1546,18.26956736012945,,ok
real_vs_real,original,62000,63000,1495,15.140370115379097,,ok
real_vs_real,original,63000,64000,1439,14.12912950828894,,ok
real_vs_real,original,64000,65000,1540,13.682836741691569,,ok
real_vs_real,original,65000,66000,1529,15.360054205638065,,ok
real_vs_real,original,66000,67000,1511,15.970125531052922,,ok
real_vs_real,original,67000,68000,1456,16.064901460448347,,ok
real_vs_real,original,68000,69000,1511,19.215168119250762,,ok
real_vs_real,original,69000,70000,1471,18.363843668365494,,ok
real_vs_real,original,70000,71000,1532,16.701292321159283,,ok
real_vs_real,original,71000,72000,1488,17.454121632874635,,ok
real_vs_real,original,72000,73000,1454,15.687059845967454,,ok
real_vs_real,original,73000,74000,1509,18.546676925927216,,ok
real_vs_real,original,74000,75000,1493,15.678925863745798,,ok
real_vs_real,original,75000,76000,1471,16.75155272133497,,ok
real_vs_real,original,76000,77000,1495,18.003040031710462,,ok
real_vs_real,original,77000,78000,1470,17.724284271154996,,ok
real_vs_real,original,78000,79000,1599,20.547530522568856,,ok
real_vs_real,original,79000,80000,1498,17.669317971760396,,ok
real_vs_real,original,80000,81000,1463,19.494670933217634,,ok
real_vs_real,original,81000,82000,1481,18.31011334453714,,ok
real_vs_real,original,82000,83000,1512,18.331490654460257,,ok
real_vs_real,original,83000,84000,1500,17.224311529017037,,ok
real_vs_real,original,84000,85000,1494,17.568522207430423,,ok
real_vs_real,original,85000,86000,1381,18.864877966715536,,ok
real_vs_real,original,86000,87000,1526,17.758735982463065,,ok
real_vs_real,original,87000,88000,1488,17.377648727476195,,ok
real_vs_real,original,88000,89000,1480,14.886676678879079,,ok
real_vs_real,original,89000,90000,1437,15.564826985932186,,ok
real_vs_real,original,90000,91000,1386,16.440400426270582,,ok
real_vs_real,original,91000,92000,1493,20.16087030548314,,ok
real_vs_real,original,92000,93000,1402,16.279713528295588,,ok
real_vs_real,original,93000,94000,1365,18.45387977706232,,ok
real_vs_real,original,94000,95000,1443,18.00029903917234,,ok
real_vs_real,original,95000,96000,1381,17.47186948710246,,ok
real_vs_real,original,96000,97000,1378,18.097257969288073,,ok
real_vs_real,original,97000,98000,1384,19.43358883599965,,ok
real_vs_real,original,98000,99000,1332,19.924120593261705,,ok
real_vs_real,original,99000,100000,1399,20.53690563856984,,ok
real_vs_real,original,100000,101000,1389,19.07996689363741,,ok
real_vs_real,original,101000,102000,1406,21.491618949310737,,ok
real_vs_real,original,102000,103000,1367,18.816076694905643,,ok
real_vs_real,original,103000,104000,1419,19.770569542913822,,ok
real_vs_real,original,104000,105000,1388,18.622285781011165,,ok
real_vs_real,original,105000,106000,1380,19.70008048096118,,ok
real_vs_real,original,106000,107000,1323,19.643122326485777,,ok
real_vs_real,original,107000,108000,1399,23.345726633541936,,ok
real_vs_real,original,108000,109000,1356,19.354930384674777,,ok
real_vs_real,original,109000,110000,1381,20.727558953788634,,ok
real_vs_real,original,110000,111000,1365,23.018909053137595,,ok
real_vs_real,original,111000,112000,1361,22.88122037069181,,ok
real_vs_real,original,112000,113000,1348,20.487146414707478,,ok
real_vs_real,original,113000,114000,1379,21.49512160301418,,ok
real_vs_real,original,114000,115000,1345,23.41445211081384,,ok
real_vs_real,original,115000,116000,1392,22.41293034356826,,ok
real_vs_real,original,116000,117000,1395,21.72435726086661,,ok
real_vs_real,original,117000,118000,1341,21.60971967472424,,ok
real_vs_real,original,118000,119000,1376,22.099838382069656,,ok
real_vs_real,original,119000,120000,1395,21.44268951367407,,ok
real_vs_real,original,120000,121000,1404,22.67295454391557,,ok
real_vs_real,original,121000,122000,1341,22.76004382484682,,ok
real_vs_real,original,122000,123000,1365,20.597019281653743,,ok
real_vs_real,original,123000,124000,1456,21.60958353685504,,ok
real_vs_real,original,124000,125000,1420,22.582641585893985,,ok
real_vs_real,original,125000,126000,1396,23.010350444831904,,ok
real_vs_real,original,126000,127000,1355,23.161880375132384,,ok
real_vs_real,original,127000,128000,1346,23.67390576463904,,ok
real_vs_real,original,128000,129000,1405,22.97345897503167,,ok
real_vs_real,original,129000,130000,1417,23.006628484816243,,ok
real_vs_real,original,130000,131000,1335,25.226471585502217,,ok
real_vs_real,original,131000,132000,1377,23.012676195765412,,ok
real_vs_real,original,132000,133000,1416,25.048891718978243,,ok
